,0,1
671,"[id1315687|Мария], если честно, за свои 25 лет, ниразу не встречал змей в ближайшем подмосковье... Минимум 100 км от Москвы",2014-07-04 15:05:05
672,"[id2431693|Владислав], я вообще в живой природе не встречала)",2014-07-04 17:21:13
673,Лосиный  остров  парк !!!!там  куча  ужей  есть  и  другие !))))много  их!!!а  в  мае   очень много!!,2014-07-05 00:54:14
662,"В спортивной школе на седого 12а, там все старое и ржавое, сам собираюсь туда ходить",2014-06-21 14:53:45
663,"[id4801166|Роман], а как там насчет оплаты ?",2014-06-22 12:15:51
664,"[id144362297|Макс], разовое посещение по-моему 200р, абонемент дешевле",2014-06-22 13:09:42
665,Есть м. Бабушкинская ул. Менжинского или 15 или 17 дом не помню точно!!!,2014-06-23 09:31:38
642,Страшно!,2014-04-30 18:55:23
643,"[id1315687|Мария], там вода , за пределы не выходит",2014-04-30 18:57:23
644,Огонь,2014-04-30 18:58:18
645,"[id215768920|Юля], от этого легче не становится",2014-04-30 19:09:00
646,"[id1315687|Мария], да , но до домов огонь не дойдет , главное , чтобы в той зоне небыло пострадавших",2014-04-30 19:11:09
647,"[id215768920|Юля], а что именно за место?",2014-05-01 05:07:18
648,"[id1315687|Мария], там пром зона",2014-05-01 06:16:05
649,"[id1315687|Мария],",2014-05-01 06:17:01
651,А что там было то?,2014-05-18 19:00:46
652,"[id155127044|Иван], пожар !",2014-05-19 01:15:52
681,отстой,2014-07-28 20:42:04
602,"Особые приметы есть? Кличка? Куда звонить, если будет инфо о собаке?",2014-03-05 06:23:38
603,"[id3371101|Юлия], пишите в лс! клеймо есть",2014-03-05 14:00:13
604,мне в лс,2014-03-05 14:00:35
599,,2014-02-01 07:42:16
594,"По-моему, это уже не территория Свиблова...",2014-01-23 18:43:44
596,"[id1315687|Мария], ща посмотрим-с",2014-01-23 18:47:04
597,"[id1315687|Мария], ну по карте не понятно. но, зная структуру полиции - если обход делал уполномоченный Свиблово - значит это входит в их юрисдикцию и, видимо, относится к Свиблово.",2014-01-23 19:21:01
562,"Ну и дебилы... Додики разнылись, а норм людям в пробках стой...",2013-12-05 10:53:52
564,"[id28311513|Oleg], неправда, если бы потом появилось это шоссе, пробки со временем возникли и на этой большой дороге.",2013-12-05 11:02:13
565,"[id28311513|Oleg], нужно беречь наш зеленый уголок!!!!!!",2013-12-05 11:02:24
566,"Это дало бы альтернативу для проезда к сигнальному, что раз грузило бы кольску",2013-12-05 11:04:12
567,"[id28311513|Oleg], все равно можно потерпеть, жалко уютный райончик поганить.",2013-12-05 11:06:12
569,Зелень бы не пострадала... Лучше бы парк в пойме убирали почаще))) а так да зелененько тут у нас))),2013-12-05 11:09:47
570,"[id194817418|Sanya], все выходим на митинг к винному магазину",2013-12-05 11:10:58
571,"[id28311513|Oleg], это да. Но и от жителей тоже много зависит)) Многие любят посвинячить)",2013-12-05 11:11:09
572,"[id28311513|Oleg], по поводу?)",2013-12-05 11:11:18
573,Что бы не свинячили,2013-12-05 11:11:52
554,всего хватает,2013-11-27 09:12:15
555,Квартирку бы...,2013-11-27 09:38:31
556,"[id59327344|Константин], здорово! Можно сделать вывод, что район полностью Вам подходит?))",2013-11-27 13:47:34
557,"[id22522431|Руслан], я думаю, многие с Вами согласятся. Даже и имея квартиру, многие хотят побольше и получше.",2013-11-27 13:48:39
558,"[club249423|СВИБЛОВО], и действительно... тогда хочу несколько квартир 😌",2013-11-27 16:21:28
559,"Всё в Ваших руках, ну а в условиях московских цен на квартиры мечтать невредно)))",2013-11-27 16:36:28
537,"Михаил, я бы еще хотела добавить ресурсы, которые были созданы жителями Свиблово, где можно прочитать о планах борьбы и о том, кто чем может помочь. Эти ресурсы: nashe-sviblovo.ru, blogsviblovo.ru, sviblovo-alert.livejournal.com",2013-10-27 19:05:45
540,"Только проблема, что слишком поздно известили, и время по сути рабочее, не все успеют прийти.",2013-10-28 18:34:37
541,"[id1315687|Мария], на самом деле даже те кто придут к 19-00 вполне успеют.",2013-10-29 05:11:51
542,Вы там были? Каков итог слушаний?,2013-10-29 16:54:33
543,"[id1315687|Мария], были;)) слушания состоялись, как я понял представители префектуры согласились на отправку проекта на комиссию. Но! Это вообще ничего не значит(((",2013-10-30 18:12:08
530,"настоящую, вне зависимости от стиля ;)",2013-10-12 11:06:00
534,,2013-10-27 10:45:04
515,Интересненько :3,2013-09-15 18:48:31
516,"[id50670167|Александр], приходите на чай и игры http://vk.com/club58455190 :)",2013-09-15 19:40:09
490,"Когда был рынок, больше порядка было...",2013-08-08 18:56:53
491,"Да тоже через лужи летать приходилось, правда, не на такие дистанции)",2013-08-08 18:58:04
492,"[id59327344|Константин], по ступенькам палаток их можно было обойти. А теперь вообще территория, как я понимаю, заброшенная, не убирается.",2013-08-08 18:59:25
493,Пусть бегут неуклюже пешеходы по лужам!,2013-08-11 07:33:24
495,Не уж-то),2013-08-11 11:52:16
484,Зырк,2013-07-26 19:58:05
475,П.с. Квартира нужна непосредственно в Свиблово.,2013-07-13 17:18:46
469,"А можно подробнее об ужасном здании, где оно будет размещаться? Поскольку на растяжке с иллюстрациями его не видно, наоборот, там изображены разные спортивные площадки",2013-07-09 17:17:25
470,"[id59327344|Константин], в посте есть фотография плана, где обозначено и место здания. Здание будет располагаться на месте некогда стоявшей в/ч, вдоль Нансена.",2013-07-09 18:03:39
471,"[id1315687|Мария], то есть, по сути речь идет о двух проектах находящихся в разных местах и территориально не сопряженных?",2013-07-09 18:10:11
472,"Ну на сколько я понимаю, парк будет тоже около пруда, но там, где сейчас сквер, деревья",2013-07-09 18:29:40
456,ВЫ НЕ ОБЯЗАНЫ НИЧЕГО ИМ ДАВАТЬ В РУКИ!!!!!!!!!!!!!!!!,2013-06-19 17:51:04
457,"1. Не знал об этом.
2. Ничего не соображал, так как ехал домой с ночной смены останкино. Протянул просто на автомате, не подумав.",2013-06-19 21:09:08
459,Нет функции репоста(,2013-06-28 22:50:04
460,Странно(((,2013-06-28 23:11:20
461,"А нет не странно. Объявление должны разместить админы от имени группы, тогда появится  репост. А все что не от админов все без репоста. Котика пока не нашли((((",2013-06-28 23:12:51
462,"[id1900549|Ирина], вокруг моего дома (я живу как раз в третьем) всё завешано этими объявлениями. Даже в почтовый ящик положили.",2013-06-29 00:32:36
463,Хозяева очень переживают. Хотят найти его.,2013-06-29 04:42:34
444,"заходите в группу постом ниже, там вся информация.",2013-05-29 19:20:12
414,Убожество!!! И наебалово!,2013-01-30 17:57:40
408,"Что тут скажешь. Протесты жителей в таких случаях как об стену горох. Печально. А этих бизнес-центров и торговых центров около метро понастроили. Так они не только образ района портят, совершенно в него не вписываясь, но и стоят полупустые, неарендованные. Значит спросом не пользуются. Зачем же ещё один городить???",2013-01-28 18:39:37
409,"вот именно красное офисное здание пустует... и на бот.саду офисы через один сдаются, но никто их не снимает... еще ведь деловой центр на серебрякова стоит... куда их столько, солить? !) лучше бы парк разбили, как вместо гостиницы Россия, там ведь решили ничего не строить...",2013-01-28 18:44:41
411,"ФСОшный центр планируют возвести,и конечно же бассейн и тд только для сотрудников.Живу на Нанесена,как раз напротив будущей стройки.Все жители окрестных домов против.",2013-01-28 19:28:50
400,"поищем, поищем)",2012-12-17 17:23:53
401,"[id18053332|Алексей], надеюсь найдется",2012-12-17 17:24:35
402,Свиблово не склоняется...,2012-12-17 17:51:00
403,"Ещё как склоняется, как и все названия, оканчивающиеся на ""о"".
Вот если б я написала ""в районе Свиблове"" - это была бы ошибка.
Другое дело, что звучит не очень привычно для слуха.",2012-12-17 18:36:54
420,Самый лучший район Москвы!!!,2013-02-23 17:52:04
387,Не кажется=),2012-10-30 17:21:08
388,Я так и думал;),2012-10-30 17:23:00
371,Я тоже видел),2012-07-05 07:55:47
372,Я на пример.),2012-07-05 07:56:48
385,Я летом каждый день),2012-10-30 13:16:50
362,Может потому что в те времена на месте нашего нынешнего жительства(Свиблово) были в основном леса да болота?.......,2012-04-11 12:27:58
363,"[id94591987|Павел], нет. Там было село. Да и вообще Свиблово было известным местом, его посещали многие известные люди, в том числе и царственные особы.",2012-04-11 12:32:14
364,"Село и усадьба Свиблово были не одню сотню лет. Я - к тому - что каких-то 100 лет назад наше любимое Свиблово было далёким подмосковьем поэтому и на картах его считали возможным прикрыть(""планом города Москвы"") Хотя - тоже обидно...",2012-04-12 07:48:26
365,"[id94591987|Павел], и я о том же.",2012-04-12 12:23:37
