,0,1
74,"Уважаемые клиенты! Заказывая памятник в компании ООО «Град-Экс», Вы можете не беспокоиться относительно организационных моментов, связанных с его установкой. Компания более 20 лет на рынке. Наши специалисты помогут оформить разрешение, которое требуется в соответствии с законодательством. У нас есть все необходимые документы для того, чтобы устанавливать памятники на кладбищах Москвы и Московской области. После проведения работ вы получите экземпляр разрешения, который оградит Вас от любых претензий в будущем.

Внимание, мошенники! Стремясь монополизировать рынок изготовления надгробий, некоторые сотрудники кладбищ вводят клиентов в заблуждение, сообщая, что только они могут изготовить и установить памятник. Эта информация не соответствует действительности. В таких компаниях обычно завышенные цены, но не это не самое главное. Некоторые из них не оформляют памятники надлежащим образом. В результате через несколько лет они могут обратиться к собственникам с претензией о том, что их надгробие установлено незаконно, так как не оформлено разрешение, и извлечь дополнительный доход за «узаконивание» монумента. Или размещают памятники больше, чем указано в документах и так же в будущем требуют либо снести лишние см., либо дополнительно оплатить. Каждый год на кладбищах меняются сотрудники и Вы уже не сможете найти человека, с которым договаривались. Будьте внимательны и обращайтесь к профессионалам!

📞 8 (495) 120-55-44 - Заказать звонок
📞 8 (926) 888-44-44 - 3D-моделирование
📞 8 (800) 333-777-1 - Выезд замерщика
✅ grad-ex.ru",2020-08-14 21:34:47
73,"Моя мама нашла у Русанова, д. 5 карту москвича - ВТБ, Ропало Евгения Андреевна. Хозяйка-отзовись!",2020-08-14 21:34:38
72,"Отдам котёнка в добрые руки!
3 месяца,девочка,к лотку приучена",2020-08-14 21:34:15
68,"Подскажите, кто нибудь сдает квартиру двухкомнатную недалеко от метро?",2020-07-28 14:07:06
67,"Не подскажете, до скольки лет можно подавать надежды?",2020-07-28 14:07:00
65,"Танечка была настолько холодной женщиной, что у комара, который попил ее кровь, заболело горло.",2020-07-14 12:00:53
64,"Москва! Котёнок в добрые руки. Девочке полтора месяца. Кушает сама. По характеру спокойная и скромная. Вырастет пушистой кошкой. Готова к переезду в новый дом. Долго держать у себя не могу, малышка боится моих кошек и находится в стрессе, не выходит из кошачьего домика.",2020-07-14 12:00:45
61,"В Кремле заявляют, что согласно соцопросам поправки в Конституцию поддерживает большинство россиян.",2020-06-26 21:56:50
59,,2020-06-17 19:56:59
57,"Может кто потерял собаку
На снежной 17к1 остановился перекусить собакен без поводка и ошейника, на вид не бездомный",2020-05-10 20:34:28
56,"Сегодня был очень странный день. Сначала я нашёл шляпу, полную денег. Затем за мной гнался какой-то злобный мужик с гитарой.",2020-05-10 20:34:20
54,"Москва. Район Свиблово. На проезде Серебрякова пропала кошка. Кошка беременна, в стрессе. Если видели кошку, напишите. Если есть возможность, придержите. Нашедшему вознаграждение! 89031773707",2020-04-08 07:48:45
50,"Полиция готовится к введению комендантского часа в Москве

Поручено предусмотреть мероприятия на случай ограничения въезда и выезда автотранспорта из Москвы, а также на случай введения комендантского часа — запрета выхода на улицу без специального разрешения. Для этого также предлагается создать резерв с привлечением Нацгвардии и Московской городской народной дружины.",2020-03-23 12:36:08
48,Старое Свиблово ☺,2020-03-18 08:32:05
37,Третий раз за неделю иду закупаться едой на две недели.,2020-03-18 07:41:06
36,,2020-03-18 07:40:58
35,"Кто бы мог подумать, что в XXI веке мир опять скатится в средневековье: Америка закрыта для европейцев, в самой Европе бродит чума, а на Руси-матушке распри между Киевским и Московскими княжествами, опричнина и бояре, славящие царя-батюшку...",2020-03-18 07:40:36
32,,2020-03-18 07:39:54
28,"Собянин запретил выходить на работу прибывшим из Италии, Франции, Германии и Испании.
Работа мэрии, Госдумы и правительства парализована.",2020-03-18 07:37:36
26,,2020-03-12 11:05:06
25,"Нефть подешевела на 30%. Сука, опять бензин подорожает.",2020-03-11 14:05:46
23,О погоде: такого бессмысленного перелёта на юг птицы ещё не совершали.,2020-03-05 21:09:27
22,,2020-02-23 09:05:12
20,,2020-02-12 16:17:02
19,"Бесплатная медицина нужна, чтобы люди охотнее отдавали свои деньги платной медицине.",2020-02-12 16:16:18
18,"Сегодня в Сбере встретил девушку. Она плакала из-за того, что потеряла 10000 рублей. Я дал ей 500 рублей так как только что на улице нашел 10 тысяч. Люди, делайте добрые дела! Анон",2020-02-12 16:15:51
17,"Единственное мнение, которое меня интересует — моё собственное.",2020-02-12 16:15:32
16,В Москве задержали всех человек.,2020-02-12 16:14:58
15,"Когда-нибудь через много-много веков археологи по количеству слоёв плитки смогут подсчитать, сколько лет Собянин руководил Москвой.",2020-02-12 16:14:21
14,,2020-02-12 16:14:20
13,Финансовое положение: красные цены на продуктах стали кусаться...,2020-02-12 16:13:36
12,"Откуда Госдеп берет деньги на финансирование Навального?
Да из налогов, которые платят наши российские чиновники за недвижимость за рубежом!",2020-02-12 16:13:09
11,"Быть пессимистом потрясающе. Я всегда или прав, или приятно удивлен.",2020-02-12 16:12:41
10,"Сломался домофон. Трижды вызывал мастера - и трижды мне потом сообщали, что ему не открыли.",2020-02-12 16:12:20
9,"Чем ближе к кормилу, тем шире морды.",2020-02-12 16:11:48
8,,2020-02-12 16:11:46
7,"Садится девушка в беспилотное такси и удивляется:
- Ой, как непривычно - автомобиль без водителя!
А машина ей в ответ:
- Знаете, вообще-то я искусственный интеллект для бизнеса, а такси - это так, подработка.",2020-02-12 16:10:58
6,,2020-02-12 16:10:56
5,"Сегодня у цирка видел припаркованный BMW X6, у которого под дворником была зажата социальная протестная листовка с надписью ""Надоело жить от зарплаты до зарплаты?""",2020-02-12 16:09:55
4,,2020-02-12 16:09:45
3,"Никто случайно не в курсе, в каком переходе можно купить диплом полковника ФСБ или хотя бы МВД? Очень нужно!",2020-02-12 16:05:27
2,,2019-10-25 12:49:29
1,Пусть бегут неуклюже пешеходы по моим чистым ботинкам суки неужели нельзя быть аккуратней ненавижу вас всех.,2019-10-25 12:07:29
