,0,1
11362,"Здравствуйте! В этом году асфальт по указанному адресу не запланирован на ремонт большой картой. Мы рассмотрим возможность включения таких работ в план благоустройства на ближайшие годы. Со своей стороны берём адрес на особый контроль. До конца июля сделаем водоотведение. Также обещаем, что после обильных дождей будем оперативно производить там механизированную откачку воды. Приносим извинения за неудобства!",2020-07-16 07:52:32
11361,"Добрый день! Обследовали дом на Вересковой, 13. Крыша не течет, технический этаж тоже сухой. Вода попала в подъезд через открытое окно. Если ситуация повторится, пишите, пожалуйста, нам в личные сообщения группы управы. Приносим извинения за доставленные неудобства.",2020-07-15 19:14:43
11346,"Добрый день. Сломанные элементы ""Жилищник"" отремонтирует до конца текущей недели. Спасибо, что помогаете нам выявлять проблемные точки!",2020-07-14 17:16:13
11395,Сломанные элементы починили!,2020-07-19 12:12:57
11347,"Добрый день! Лавочки вернём на место к концу текущей недели. Сейчас наши рабочие приводят их в порядок - ремонтируют сломанные элементы, красят. Приносим извинения за доставленные неудобства, просим подождать ещё несколько дней!",2020-07-14 17:17:28
11396,"Здравствуйте. Как и обещали, установили лавочки на прежние места. Хорошего отдыха)",2020-07-19 12:13:38
11321,"Кхе кхе, государство разыгрывало бюджетные деньги под видом ""материальной помощи населению после вируса"", а на деле ради повышения явки, при этом при этой же власти фонды нуждаются в деньгах, а нуждающиеся в этих фондах. Забавно.",2020-07-11 14:54:41
11254,,2020-07-03 15:19:46
11207,"Буду знать, к кому ни ногой.",2020-06-27 14:01:52
11166,"Пойдём дружно в фитнес-центр на Снежной, а там узнаем, что он закрылся, ведь никто не субсидировал бизнесу аренду))",2020-06-22 20:05:29
11153,"Сегодня востребованы объединение общества, повышение роли социального государства, необходимость защиты и развития «русского мира» и русского языка. Именно это и должно быть прописано в главном законе страны",2020-06-21 07:18:27
11156,А где картинка про поправку про вечного Путина?,2020-06-21 16:28:28
11130,"Уважаемые жители,  ГБУ «Жилищник района Свиблово» проведена работа по устранению подтоплений, вызванных вчерашним ливнем. Все подтопления устранены",2020-06-19 09:13:26
11106,"Добрый вечер!
Нашими специалистами оперативно проведено обследование территории. Акватория реки Яуза по указанному адресу чистая, мусор найти не удалось. Хотим отметить, что наши специалисты регулярно обследуют территорию и при необходимости проводят уборку.😊",2020-06-17 15:48:05
11097,"Здравствуйте! Герметизирующий слой на козырьке уже заменили. Следом по плану - работы по штукатурке и окраске стен, но сначала их требуется качественно просушить. Планируем окончательно завершить работы до 1 июля. Что касается работы лифта, неполадка устранена, он снова работает. Приносим жителям извинения за доставленные неудобства и благодарим за заботу о районе!",2020-06-17 12:21:21
11075,Уважаемые жители! В настоящее время ГБУ Жилищник района Свиблово готовит документы для приема лифтов Ростехнадзором. Запуск лифтов запланирован в период с 19.06.2020 по 24.06.2020.,2020-06-15 20:44:01
10980,"Добрый день! [club54074468|ГУП ""Мосводосток""] к этой проблеме отношения не имеет. Но своей стороны также попробуем узнать, в чем дело.",2020-06-05 08:39:17
10982,"Добрый день! ГУП «Мосводосток» отвечает за ливневую канализацию города и санитарное состояние водных объектов.
Качество водопроводной воды не входит в зону нашей отвественности.",2020-06-05 09:44:14
10983,"Добрый день! Проводились работы по замене счетчиков учета тепловой энергии, с отключением воды. После завершение работ был застой воды, который привел к окислению трубопровода. При подаче воды в трубопровод, произошло очищение системы. Приносим свои извинения за причиненные неудобства!",2020-06-05 12:51:34
10975,"Добрый день! С управляющим универсама «Пятерочка» проведена беседа по вопросу своевременной  замены ценников на реализуемые товары. По вопросам защиты прав потребителей Вы можете обратиться в  Роспотребнадзор по городу Москве в СВАО по адресу: ул. Бажова, д.8, тел. (499)187-75-06. Благодарим Вас за неравнодушное отношение к жизни района!",2020-06-04 19:46:42
10958,"Ставь лайк, если против",2020-06-03 14:15:46
10960,Добрый день! Табличка восстановлена,2020-06-04 07:38:43
10962,"Лучше бы за урнами следили и за фонарями, которых у некоторых подъездов вообще нет",2020-06-04 11:05:42
10912,"Добрый день! Грузовые лифты остановлены, в связи с поломкой преобразователя электродвигателя. Ориентировочная дата пуска одного из грузовых лифтов 29 мая. Пассажирский лифт находится в рабочем состоянии. Приносим извинения за сложившуюся ситуацию!",2020-05-30 07:14:06
10886,"""На вытоптанные сбоку от дорожки места раскидали чернозем, и соседи уже посадили туда теневыносливые многолетники.""

Вокруг этой тропинки, как и вокруг других в районе, всё тоже будет вытоптано, ведь она слишком узкая, чтобы 2 человека смогли разойтись.

Почему делают это сами жители ""с помощью сотрудников ГБУ «Жилищник района Свиблово»""? Разве весь этот участок является их придомовой территорией?",2020-05-28 10:33:29
10865,"Добрый день! УК «СвибловГрад» ведутся работы по подготовке дома к весенне-летней эксплуатации, в том числе с покраской цоколя. Цвет цоколя согласован с жителями дома. На 26 мая работы ещё не завершены. Приносим извинения за временные неудобства!",2020-05-26 14:41:39
10853,Замечательный полк,2020-05-25 09:35:14
10777,А чего не целиком на газон сделали?,2020-05-16 13:33:52
10768,"Ничего там не делали, а тем более никто воды не доливал.Воду спустили давно, так и стоит.🤔🤔🤔",2020-05-15 12:33:30
7455,Враньё,2018-09-13 12:45:43
7441,"А что, можно было?",2018-09-10 17:19:56
7412,"Чем опасны тараканы

-Тараканы способны переносить возбудителей следующих болезней: Дизентерия; Гастроэнтерит; Сальмонеллез; Менингит; Микобактериоз; Пневмония;
-Повреждение кожного покрова.
-Аллергическая реакция
-Заражение яйцами глистов
-В ночное время суток, когда вы крепко спите, таракан может залезть в ваше ухо

Все химикаты применяемые в работе, не наносят вреда домашним животным.
сайт♻♻♻
http://dezstancya24.ru/unichtozhenie-tarakanov/

Подробная информация по телефону ☎
8(499)391-49-43;
8(925)195-43-55",2018-09-05 11:28:12
7282,"Здравствуйте, как связаться с админом по поводу сотрудничества ?! https://vk.com/rabotamail",2018-08-08 22:01:41
7217,"А кто может сказать, как открепительное для выборов взять на другой участок?",2018-07-26 17:18:36
7218,На самом деле можете забыть про открепительные. Теперь голосовать можно на любом удобном участке. Заявку в ЛК Госуслуг создаёте и всё.,2018-07-26 17:21:17
6930,"Приглашаю на опрос жителей района Свиблова 
Критерии опроса : Женщины и мужчины, 
Респонденты должны проживать в районе Свиблово не менее трех лет!!!! 
 
Расписание 
7 июня 9:30 м 18-25 
7 июня 9:30 м 25-35 
7 июня 12:30 ж 25-35 
7 июня 12:30 ж 25-35 
7 июня 12:30 ж 25-35 
7 июня 15:30 м 36-45 
7 июня 15:30 м 36-45 
7 июня 15:30 м 46-56 
7 июня 15:30 м 36-46 
8 июня 9:30 ж 55+ 
8 июня 9:30 ж 55+ 
 
2 ч Опрос проходит на Багратионовской оплата картой 1000 р 
 
Запись по почте : mnogoprosov@mail.ru 
в теме: Свиблово 
 
фио 
возраст 
телефон 
образование , факультет 
кем и где работаете ? 
сем положение , пол и возраст детей 
район проживания 
ваша ссылка к соцсеть",2018-06-05 19:32:32
6530,Хана парку теперь совсем,2018-03-19 17:15:08
6013,"Россиян чипируют через лекарства

http://haarp.ucoz.ru/news/rossijan_chipirujut_cherez_lekarstva/2017-11-05-125

при вакцинации от гриппа рос-н чипируют

http://haarp.ucoz.ru/news/pri_vakcinacii_ot_grippa_ros_n_chipirujut/2017-11-05-126

российских детей чипируют при вакцинации
http://haarp.ucoz.ru/blog/rossijskikh_detej_chipirujut/2017-11-06-16

чипируют россиян для Медведева
а Медведев- является проявлением Антихриста
http://haarp.ucoz.ru/news/medvedev_projavlenie_antikhrista/2017-11-05-127

читайте сайт о России будущего Президента (после Путина) России -Евы http://haarp.ucoz.ru",2017-11-25 08:38:31
6014,,2017-11-25 08:38:43
6015,,2017-11-25 08:38:54
5952,"О, как хорошо!)",2017-11-15 16:53:05
5711,Плохое место,2017-09-29 07:42:22
5163,"Сегодня 5 июля в 15.00 пикет у американского посольства - https://vk.com/public121099997?w=wall-121099997_4922 
 
Также к распространению: НАПРОТИВ ДЕДА Я СИДЕЛ - И СЛОВНО В ЗЕРКАЛО ГЛЯДЕЛ! Выдающийся ролик! Создан простейшими средствами. Просто и понятно объясняет ВСЁ! https://vk.com/public121099997?w=wall-121099997_2387 
 
Также будем рады сотрудничеству в нашем замечательном Сообществе ЛЮДИ СТРАНЫ КОММУНИСТОВ и, например, Вашим рассказам о Ваших славных родственниках-строителях и созидателях социализма. https://vk.com/public121099997",2017-07-05 10:23:08
5137,"Июнь завтра закончится, а ничего не начали делать😬",2017-06-29 15:46:56
5024,Врут,2017-06-09 07:34:35
4950,"10 процентов от 3,500 поваленных деревьев в Москве. Многовато",2017-05-30 09:28:06
4917,Не врут данные?,2017-05-24 18:43:08
4848,"Здравствуйте! Разъясните пожалуйста, как распределяется доход от размещения рекламы на подъездах и в лифтах жилых домов Москвы и других регионов России. На сайтах рекламодателей пишут, что согласовано с Правительством Москвы и доход от сдачи в аренду рекламных мест в жилых домах идет собственникам многоквартирных домов на дополнительное благоустройство. Но реально УК не знают об этих деньгах когда задаешь им вопрос. 
По данным рекламных агентств доход от рекламы на стендах в подъездах и лифтах у них составляет в среднем 150000 рублей с дома в год. Это примерно 6 млрд. рублей по Москве в год. 
Может просто вписать эту статью дохода собственников жилья прямо в единый платежный документ и покрывать им расходы на общедомовые нужды 
Спасибо""!",2017-05-12 15:32:50
3852,"Куда жаловаться на некрасивые елки в Свиблово. Смотрела недавно в Химках какую елку в парке поставили, так красотище неописуемая. А у нас даже мимо них не хочется ходить. Черезчур скромненько. Неужели так тяжело украсить елку красиво?!",2016-12-09 12:08:56
3858,"точно лауреат, этого лауреата бы еще поселить в новостройки застройки, которые строят окна в окна
вот еще проект новой ""застройки"" и все на благо!
ознакомьтесь кому интересно новые застройки свиблово ботанический сад-сколько хотят забрать под застройку! взамен природных ресурсов

Информационные материалы по проекту планировки территории ограниченной проездом Серебрякова, ул. Сельскохозяйственная, границами особо охраняемой природной территории «Природно-исторический парк «Останкино», Лазоревым проездом и 1-м Ботаническим проездом 

ссылка на проект :
https://goo.gl/0KS0FQ",2016-12-10 20:03:47
3859,и не удивительно!,2016-12-10 20:07:53
3860,"с такими темпами застройки района окна в окна
вот еще проект новой ""застройки"" и все на благо!
ознакомьтесь кому интересно новые застройки свиблово ботанический сад-сколько хотят забрать под застройку! взамен природных ресурсов

Информационные материалы по проекту планировки территории ограниченной проездом Серебрякова, ул. Сельскохозяйственная, границами особо охраняемой природной территории «Природно-исторический парк «Останкино», Лазоревым проездом и 1-м Ботаническим проездом

ссылка на проект :
https://goo.gl/0KS0FQ",2016-12-10 20:09:05
3818,Хвала и честь таким отважным людям! Желаю крепкого здоровья!,2016-12-02 16:08:42
3714,"Сoбeрy базу любой сложнoсти. 
Нaпример: База данных ИП, OOO, юристoв, строительных компаний и прочее.
Возможности такие, что можем собрать базу автовладельцев, чьи авто, нaпример выше 3 mлн. руб. А также, база людей, чeй банковский счeт составляeт вышe 20/30 млн. руб.",2016-11-11 19:19:30
3433,Уже прогреваемся,2016-09-21 14:09:57
3424,Уже закрылась,2016-09-20 16:15:11
3356,"Reg-nko.ru  разработка, регистрация, бухучет НКО",2016-09-11 19:05:54
3053,Ремонт делали вот так: https://www.youtube.com/watch?v=bnQoI9Ym-Wo,2016-07-25 07:22:07
3024,"Нужны модели на бесплатную стрижку к ученикам!😊 
Стрижки осуществляются под руководством высококвалифицированного и опытного мастера.👆 
Ждем Ваших звонков: 
+7 985 970 8447, +79857649058 ВАТСАП 
С 19 июля по 30 июля ( на любой день ) кол-во мест ограничено! 
М. СВИБЛОВО ( в шаговой доступности от метро) 
#йорк #шпиц #шитцу #йоркширскийтерьер #собака #овчарка #золотистыйретривер и другие породы 
 
http://balyti.ru/",2016-07-20 07:57:46
3025,Скажем за это спасибо СТОНС!,2016-07-20 08:10:24
2907,,2016-07-01 08:40:21
2538,"Жители Белгородской области мечтают о том, чтобы в их регионе работали законы России 
http://www.og.ru/business/2016/04/26/80499",2016-05-01 16:24:05
2515,"Встреча отменилась ещё 25 числа, но её все равно опубликовали здесь😕",2016-04-27 12:05:43
2469,Отличная новость!,2016-04-21 12:56:53
2196,"Здорово было бы увидеть новость, что при увеличивающемся количестве народа в районе построили ХОРОШУЮ (т.е. технически оснащенную и со специалистами) детскую и взрослую поликлинику!",2016-03-17 13:09:13
2192,"Мэр Москвы Сергей Собянин проинспектировал строительство участка Северо-Западной хорды, которая призвана УЛУЧШИТЬ ТРАНСПОРТНУЮ СИТУАЦИЮ севера и запада Москвы и УХУДШИТЬ ЭКОЛОГИЧЕСКУЮ!!!",2016-03-17 11:39:55
2193,"Это было известно уже с момента постройки Пионером Жкомплекса.
В чем здесь новость?",2016-03-17 12:02:05
2093,,2016-03-01 08:24:06
1998,"Добрый день!
Что такое Эко-класс?",2016-02-15 12:05:28
1913,"Эх, пока на 2 тыщи наверничал))",2016-02-02 14:05:54
1445,"Митинг против расширения зоны платной парковки и незаконного сноса гаражей 
 
В понедельник 23 ноября в Лосиноостровском районе города Москвы в 20 часов у кинотеатра ""Орион"" ул. Летчика Бабушкина, д.26, сквер будет проведен митинг против расширения зоны платных парковок и незаконного сноса гаражей. Темы митинга: жители Лосиноостровского района против введения платных парковок в «спальных» районах Москвы, а также против сноса и ликвидации стоянок МГСА и ГСК. Уведомление о проведении митинга согласовано с Префектурой СВАО. 
 
Дептрансовский рэкет приходит 25 декабря уже и на эти тихие, в большинстве своем тупиковые или идущие по кругу улицы. А ведь здесь до сих пор всем хватает мест для парковки своих автомобилей во дворах, на прилегающих улицах, здесь никогда не бывает пробок. Даже у станций метро Медведково и Бабушкинская, стоило только прикрикнуть на гастрабайт- таксистов, вы давно не найдете паркующихся с нарушением автомобилистов! 
 
Лосиноостровский район - один из самых ""гаражных"" районов города из тех, которые мне довелось видеть. В неудобных, отдаленных от домов местах, под линиями ЛЭП, вдоль железной дороги, вдоль МКАД расположены тысячи металлических и кирпичных гаражей, владельцы которых получали аренду на эти места много десятков лет тому назад. Грядет разор этих стоянок МГСА и ГСК , альтернативами которым станут платные парковки на улицах, а в дальнейшем и во дворах. Местные жители начинают чувствовать приближение дня Х, когда по примеру соседних районов банда мародорев появится здесь и начнет крушить их, именно их гаражи. Но люди настроены решительно на защиту своего кровного: посмотрим, как легко и просто дептрансовские опричники смогут устроить здесь отъем имущества, к которому нынешняя московская власть не имеет никакого отношения. 
 
Москвичи! Лосиноостровцы! Приглашаем вас на митинг жителей нашего любимого района 23 ноября! 
 
Расскажите о встрече автомобилистов, которая состоится 23 ноября в 20.00 ул. Летчика Бабушкина, д.26, сквер в Лосиноостровском районе у к\т Орион всем знакомым. Печатайте листовки и раскладывайте их везде, где только можно. Приезжайте подписать резолюцию митинга против платных парковок. Важен каждый человек и каждая подпись. Помните. Волшебники на голубых вертолетах - это мы сами. Прилетайте и сотворим магию избавления города от зла вместе!",2015-11-23 08:46:41
1319,Сколько ещё ждать будем?!,2015-11-02 13:52:38
295,"Выложите, пожалуйста,  еще фото с праздника",2015-06-02 19:38:17
158,Вот жесть,2015-02-09 16:03:47
